Item #,Quantity On Hand,Item,Item Description,Color,Size,Team,Division Logo,Date of Last Use,Category,Image,,
LMP0340,0,PUTTER,"TITLEIST CAMERON SELECT, RH NI T 2 NOTCH 34",,,,,5/13/13,Local Market Golf Clubs,Untitled_files/fullsize/444a.jpg,,
LMP0343,1,DRIVER,"TAYLORMADE RBZ2 RES # 3/RH R, W/ WRENCH",,,,,5/13/13,Local Market Golf Clubs,Untitled_files/fullsize/447a.jpg,,
LMP0344,1,DRIVER,"TAYLORMADE RBZ2 RES # 4/RH R, W/ WRENCH",,,,,5/13/13,Local Market Golf Clubs,Untitled_files/fullsize/448a.jpg,,
LMP0345,1,DRIVER,"TAYLORMADE RBZ2 FW 3-15/RH R, W/ WRENCH",,,,,5/13/13,Local Market Golf Clubs,Untitled_files/fullsize/449b.jpg,,
LMP0346,1,DRIVER,CALLAWAY XHOT 10.5,,,,,5/13/13,Local Market Golf Clubs,,,
LMP0355,1,DRIVER,TAYLORMADE ROCKET FUEL,,,,,9/5/13,Local Market Golf Clubs,Untitled_files/fullsize/530.jpg,,
LMP0356,1,DRIVER,TAYLORMADE 1R ALOILA,,,,,9/5/13,Local Market Golf Clubs,Untitled_files/fullsize/531.jpg,,
LMP0358,1,PUTTER,CALLAWAY ODYSSEY VERSA,,,,,9/5/13,Local Market Golf Clubs,Untitled_files/fullsize/533.jpg,,
LMP0359,1,PUTTER,CALLAWAY ODYSSEY DIVINE: WHITE HOT PRO,,,,,9/5/13,Local Market Golf Clubs,Untitled_files/fullsize/534.jpg,,
LMP0362,1,DRIVER,TAYLORMADE SLDR 460,,,,,9/5/13,Local Market Golf Clubs,Untitled_files/fullsize/537.jpg,,
LMP0364,1,PUTTER,TAYLORMADE SPIDER BLADE 12: 34-38,,,,,9/5/13,Local Market Golf Clubs,Untitled_files/fullsize/539.jpg,,
LMP0400,1,DRIVER,TAYLORMADE SLDR,,,,,6/16/14,Local Market Golf Clubs,Untitled_files/fullsize/313.jpg,,
LMP0403,4,DRIVER,TAYLORMADE SLDR,,,,,9/5/14,Local Market Golf Clubs,Untitled_files/fullsize/348.jpg,,
PGA1090,93,PONCHO,FEDEX S/R LOGO,WHITE,,,,11/18/15,Hospitality Supplies,Untitled_files/fullsize/169.jpg,,
PGA1775,4,TABLECLOTH,"PURPLE, WITH WHITE/ORANGE LOGO",PURPLE,6',,,11/18/15,Hospitality Supplies,Untitled_files/fullsize/329.jpg,,
SSJC0018,7,SCORECARD HOLDER,"FEDEXCUP DEBOSSED, LEATHER",BLACK,,,,12/11/14,Donations,Untitled_files/fullsize/850.jpg,,
SSJC0020,1,SIGNAGE,SJC MISCELLANEOUS,,,,,6/24/09,Signage,Untitled_files/fullsize/364.jpg,,
CUP2717,1,WIRE BASKET,,Grey,,,,,,,,
CUP2716,3,YETI COOLOR,,White Tundra,,,FEDEXCUP,,,,,
CUP2400,15,BAG,"CROSSBODY, BARRINGTON, BROWN LEATHER/BLUE, FEDEXCUP COVER",BROWN LEATHER/BLUE,,,,,,Untitled_files/fullsize/052.jpg,,
CUP2396,14,PIN FLAG,"FEDEXCUP, PLAYOFF, 2015",,,,FEDEXCUP,,,Untitled_files/fullsize/053.jpg,,
CUP2536,20,APRON,"DARK GRAY TWILL, BIB W/ WHITE FEDEX CUP",DARK GRAY,,,FEDEXCUP,,,Untitled_files/fullsize/187a.jpg,,
CUP1466,2,BACKPACK,BLACK CALLAWAY BAG WITH EMBROIDERED FEDEX,BLACK,,,,,,,,
CUP1221,1,XM RADIO CASE,BELKIN CASE FOR XM RADIO WITH FEDEXCUP,BLACK,,,FEDEXCUP,,,,,
CUP1544,7,POLO: LADIES,NIKE LADIES POLO XL WHITE,WHITE,XL,,FEDEXCUP,,,,,
CUP1342,1,POLO: MEN'S,NAVY CALAWAY DRYSPORT POLO WITH FEDEX,WHITE,MD,,FEDEXCUP,,,,,
CUP1732,1,BOX SET,"GOLF ACCESSORIES, 4 PIECES ",,,,,,,,,
CUP2405,33,CINCH BAG,"BLACK/WHITE W/GREEN WATER BOTTLE, FEDEXCUP",BLACK/WHITE/GREEN,,,,,,Untitled_files/fullsize/066.jpg,,
CUP2406,1,TISSUE PAPER,SILVER,SILVER,,,,,,Untitled_files/fullsize/060.jpg,,
CUP2408,1,"PILLOWS, SET OF 14",ASSORTED PRINTS,,,,,,,Untitled_files/fullsize/061.jpg,,
CUP2404,77,"GIFT BAG, SMALL","TIFFANY BLUE, TIFFANY & CO",,,,,,,Untitled_files/fullsize/065.jpg,,
CUP2399,2,CORNHOLE SET,W/BEAN BAGS,,,,,,,Untitled_files/fullsize/058.jpg,,
CUP2572,25,LADIES T-SHIRT,Ladies Purple Bell/Canvas Tee with FedEx - Medium,PURPLE,MD,,,,,,,
CUP2573,23,LADIES T-SHIRT,Ladies Purple Bell/Canvas Tee with FedEx - Large,PURPLE,LG,,,,,,,
CUP2574,17,LADIES T-SHIRT,Ladies Purple Bell/Canvas Tee with FedEx - X-Large,PURPLE,XL,,,,,,,
CUP2575,28,LADIES T-SHIRT,Ladies Purple Bell/Canvas Tee with FedEx - 2X-Large,PURPLE,2XL,,,,,,,
CUP2582,19,T-SHIRT,Men's Purple Bell/Canvas Tee with FedEx - Medium,PURPLE,MD,,,,,,,
CUP2583,40,T-SHIRT,Men's Purple Bell/Canvas Tee with FedEx - Large,PURPLE,LG,,,,,,,
CUP2401,10,CINCH BAG W/AMENITIES & BLACK HAT,CLEAR W/PURPLE FEDEX CUP,,,,,,,Untitled_files/fullsize/062.jpg,,
CUP2395,34,BOTTLE,"SWELL, 17OZ SILVER, FEDEXCUP",SILVER,,,FEDEXCUP,,,Untitled_files/fullsize/050.jpg,,
CUP1444,1,GIFT BASKET,"INCLUDES GOLF BALLS, TOWEL, MINTS",,,,,,,,,
CUP2603,28,CAP,GREY NEW ERA CAP WITH FEDEXCUP AND SILVER TROPHY,GREY,,,,,,,,
CUP2731,2,VEST,"Blue Zero Vest, Pebble Beach, FedEx Invitational - SMALL",BLUE,SM,,,,,,,
CUP2732,4,VEST,"Blue Zero Vest, Pebble Beach, FedEx Invitational - Medium",BLUE,MD,,,,,,,
CUP2733,3,VEST,"Blue Zero Vest, Pebble Beach, FedEx Invitational - LARGE",BLUE,LG,,,,,,,
CUP2735,4,VEST,"Blue Zero Vest, Pebble Beach, FedEx Invitational - 2X-LARGE",BLUE,2XL,,,,,,,
CUP2606,6,BACKPACK,"BLACK TSA 17" COMPUTER BACK""LACK TSA 17" C""AC",BLACK,"17"""",,,,,,,
CUP1603,13,RAIN JACKET,LARGE,BLACK,LG,,,,,,,
CUP1464,19,NAPKINS,WHITE DINNER NAPKIN PACK OF 125,WHITE,,,,,,,,
CUP2673,4,"POLO, MEN'S","GREY STRIPE, TW COLLECTION - LARGE",GREY,LG,,FESJC,,,,,
CUP2675,1,"POLO, MEN'S","GREY STRIPE, TW COLLECTION - 2X-LARGE",GREY,2XL,,FESJC,,,,,
CUP2623,3,POLO: LADIES,"GREY STRIPE, NIKE POLY/COTTON - LARGE",GREY,LG,,FESJC,,,,,
CUP2624,4,POLO: LADIES,"GREY STRIPE, NIKE POLY/COTTON - X-LARGE",GREY,XL,,FESJC,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
